tshirt,positive_pant
126573858,202344083
151990024,153481061
169820088,195437225
78452015,89084277
152743670,152559048
152360446,168554194
176838072,179992648
207649904,205101226
77264798,106352462
191892633,191530372
158108944,133534838
189974029,179042413
116753463,66944616
117649133,122884047
178850359,158898837
135697955,130737561
184404721,206744042
96059547,71263909
208612689,206106360
113402197,103081438
209564120,208816674
165572276,171569190
104054433,126987017
194260681,197927471
157597140,174131198
153390326,167674995
135819804,145698843
154121935,157259273
168540488,140684089
208673471,209990547
131082277,120663757
162410990,169917823
198617253,191649158
120652566,129856134
163422436,175307740
124667428,152613619
143568368,137486764
42126732,52392005
148665236,147226315
209564120,214322412
49731009,51654455
205651207,208707094
106825967,58209132
192142918,190147486
71221861,12396291
173556286,131604549
77951019,76934314
39402991,49349267
141694716,178980514
147380892,151357746
212653901,180565455
186830327,188977857
179105132,177866685
64428097,64461089
173534771,173535606
74512337,85024272
77207265,79693996
126345308,119253311
202060799,205956490
26338637,27520952
167887145,173002104
116839673,151943530
166854109,179085561
104756884,131328903
182570382,175052239
217833783,207733072
120192219,42874797
138151035,148030914
161953579,77873244
186452696,169594848
205833408,206214993
144790462,130097385
209947559,208707094
142500127,73456599
101872863,96327540
145224598,146038212
143281851,158329834
129345428,126211302
74247573,86571827
180713429,185232039
68593308,70202588
191889220,187476727
202109600,202275055
156469638,156214147
129335043,88785582
190920716,181658221
126701341,129537835
187615852,180633937
157189483,160368510
195734350,191635499
168253031,169366529
99301366,154718374
100428043,113432788
74872634,46929401
199943171,128977945
178347128,184121335
77217606,72451288
105036854,89188896
176303297,118835326
130484150,129818518
153715283,72225485
112486970,108652824
40886358,143939376
22667100,102586052
53815285,52069477
60089142,69465588
86328181,89683833
135697649,127037148
160402749,146259656
115519885,84260177
182484356,177196539
163437844,163850966
128876371,171258312
181607314,194389748
13287703,172419110
183808566,151669071
91673120,105121918
123696573,144507523
80578207,80497340
76504087,88151643
103534801,110886119
218445481,181436915
101718324,100424521
163635919,147964671
218345102,207106186
165083177,158334206
15413376,61489706
208560363,202114084
148634804,111242356
92738556,92333928
169702829,83274378
126822978,87848700
75707669,76659642
170621669,169917720
113035927,113502907
80616785,127830572
129852802,159887241
101090014,139778651
85718337,90264175
89056548,92249508
173296823,170121643
134363831,130950075
125246066,5439728
29910829,129568289
112998050,121914990
146617481,156825619
218358461,195873414
137099874,138522440
141251374,145361634
118105526,129626833
93881823,110544906
147248461,217718094
154432296,110984701
109207631,168388599
66630654,73522874
89406225,147677082
85766534,128932481
157909999,111704139
153237043,154719064
139482299,145688503
134404281,134948789
113425415,97485865
138638938,169916613
158861044,103033103
139118931,151539200
209793522,206069811
79992177,57574535
136158344,139462860
54175381,19371412
54995736,83641476
183050562,149183327
138220924,133538359
100058266,143075421
205873651,197770532
209221219,202306950
170155410,179309477
157972094,158724115
132710110,146604400
190436286,196599149
103968562,95842950
101922167,97865508
184193703,192088366
215360421,218097384
152085476,163279242
124561924,124305228
215516725,215318114
109626090,46929401
163598581,212332286
66022817,87576949
150262111,157674709
154593137,191181954
186499634,186495069
127510663,126586445
183825313,172913970
146869046,165308099
113629384,415568
140274413,143634795
145420361,169945640
48585863,114686458
170455384,160466858
116347728,104189342
82599065,87410673
168849854,104609315
21874338,110654466
153214706,142992919
127423795,138619563
58057703,56702580
65223733,67119154
112074283,107672089
70730780,70283326
88394762,84663120
85775936,74795250
149759190,105124850
179817833,147280189
216013591,214817141
116518408,113055550
94004744,92911945
157621764,141065125
8180485,56138406
126046852,108847920
72086666,53205987
104680979,158442591
201915757,154221758
123690595,110844529
204521579,195625682
101530914,95881960
99104528,99977274
185906447,190875340
203213046,202742842
183194060,179734357
22898127,12396381
2900341,32589999
184504092,184072472
68424679,53486485
148459556,153404817
193034923,192356452
138022795,141836750
190537782,177633691
169944621,175360903
198739880,200291952
212773835,196932277
72076653,152297464
175017435,168967095
214249851,207560763
181647985,194661812
136816097,130557777
195696530,198861600
176826197,179681432
100239810,9301496
159168444,161470732
48308338,48037919
145243273,139534535
86998379,103194612
178546447,178833217
184754620,200726429
173783003,181601193
91643365,83269610
128478747,129606749
192748468,199996541
192824496,193626405
193130430,197564561
80935391,150687320
139507406,134454029
120908095,181800572
121983541,142277166
166969136,174147711
173747626,170913910
115377751,79583400
112019478,94224584
188202597,145215768
143593874,143048804
157708985,142176735
146626813,154193685
130960276,129450469
210212287,212165924
83551273,157453689
145115951,111501566
199541259,162762742
114532131,127600397
45691229,109693469
77253219,77332967
141044728,136196250
65478527,152052649
94189058,127379116
134388139,117851144
127282707,137416992
215934382,216176929
161019122,179787659
75747352,74803769
66878115,68895404
41573767,42201594
116839710,66616656
126894264,127243054
38880578,46408320
168383870,161342695
86761633,129976316
129706441,98716636
45176222,14587729
66151389,51522051
190555473,193626405
212423082,201266012
202087523,140503450
74561332,69968592
206759843,206630888
20799796,18159496
70457560,61120884
205795813,163173230
162397763,160403729
180707863,182382122
135604760,132779685
124561924,128976835
62398302,79178707
23567042,39829630
196210461,209114948
66970253,101303851
193711134,196197525
139418302,147532876
153720559,151364105
180709285,168687721
49219744,13013911
199541259,210435424
146151067,171903811
85101694,20494175
194821960,61539795
86873289,166184713
90531717,87848700
49161315,60845281
110281367,102283632
150919526,151009561
133216988,119253311
207612790,170423313
204006939,199585757
186797621,177466181
106309815,84556547
186090296,192143777
160114740,132038072
84471155,28798780
112092953,97372697
214039112,216964241
149127523,147380868
173637803,173676965
205022450,197498651
113653802,111092135
129116748,109693469
89285953,87923669
195546348,179049884
173530292,168942683
194419513,200977517
47663779,77601459
86419013,98786217
112617232,92943839
168967134,144348593
212205686,206684988
125642416,126987017
59506726,64432342
43710865,64084102
82252763,62061204
110799291,114124212
154344413,145404511
162091682,166671289
180940914,196002184
139912842,143365723
183284813,158878031
155986174,104609315
210661659,210630806
43593432,36674982
125380948,126843374
213103077,202996982
105456303,70306910
180761107,172701291
132626050,188737093
87852531,83310417
73931462,108961533
170548632,128869353
156260754,146342315
208654175,211191546
59778869,59811928
144210676,89082725
133896143,134760835
159297789,158152723
214210564,214117971
154073137,142266667
59645576,58773472
71546018,70674165
139626558,164708044
138239634,142304783
112945588,113108126
180270688,183903663
71929716,75604759
124967675,122727241
74308919,62503127
217373397,212370292
54229321,118133081
193658588,193658879
184960876,179659344
147264997,150338902
106692325,105474883
116518408,118552231
137999669,155273185
62990805,76067487
159874427,162280666
174048157,173750669
167976317,160403729
81591878,103582060
115193623,133362647
150919328,163529823
179326464,186591509
139257703,153481061
194088634,190296581
135274290,132513820
188063046,202344083
161499336,161342695
192374464,192106756
50705859,10728032
113703353,105036722
156106986,143421764
217259719,211706241
128433265,126827670
73840769,67906010
192791272,203894513
132063423,93557213
154818430,154718492
144733693,46085957
147854322,142506151
145706278,144925504
181899597,178763112
116381478,114625169
71712891,130616091
145108553,148613002
194912242,3742663
173598397,173676965
102213143,50013999
37170527,72830654
82706621,89683833
91763121,99529993
184996343,186642048
135688186,147511456
168687687,199891203
189039383,156683251
147913816,149243338
218445141,214771453
118090378,117878816
34570044,25476699
67480334,63892011
12187262,96598177
106203039,89653773
195576495,173790852
129440371,137665224
182449972,180834228
215514869,215038141
188146559,190549458
85700597,59781319
172526066,176960448
202211344,190239310
106148423,85264701
74986285,74144328
107663827,137673411
181312116,182857503
143380889,151539200
130087070,115940927
147231003,143358959
153836254,167057588
145207833,142384231
71856322,75122514
209145697,205757783
206546427,214174036
31121018,90847455
109429974,88603140
18221694,18159571
187761318,183731773
214628428,208607631
53658119,126881350
119168727,104262033
60309924,59018071
168440776,161834670
150353137,156963159
146623045,83269610
150408295,15998867
137420747,137627579
129240065,129496083
105807222,78945578
168447384,169241085
62331797,62958117
71777017,46524999
71531626,70232331
208464191,188647972
116794968,137694409
205430470,209528183
193567066,193917753
120269484,116871512
157020285,163173230
204237233,209733941
184384661,191773484
109212080,105032091
187951453,181266781
172845149,203717552
192581319,195218771
104760680,148217595
89186204,91676925
191234891,193743796
144672636,143334616
203885348,185422056
132696837,130668158
140080452,140516181
158084320,98630205
128021432,134219285
195996290,157215960
61917605,61213294
194535701,184518104
63220411,61292348
88079245,91404778
104594554,129626873
108023730,112033119
178549809,83274378
105456303,87693360
206299578,194421630
149841575,153388007
123494909,120012669
113899517,108316163
147436851,129522072
121343889,97780753
125372994,136713361
166032707,148646223
206511556,192316109
131325162,157738605
30337103,38455621
208137633,207780931
93458091,100979409
33089669,16150941
133809012,132011744
94272999,95924097
78012447,76069059
139960766,139916312
39608076,75739543
209700310,194108448
212903642,174374503
109094564,89081074
129623704,133965781
193140899,63043333
175189248,168530709
162810840,156246052
14071597,14872814
132119671,128188619
127787939,128472654
190389439,183976867
173028998,117183002
67887197,83274378
159150048,146824808
116785448,139631168
183887925,115053359
138287463,134958490
156040800,214149438
122560377,93138809
207721784,211497477
88457810,87270807
129273240,129856134
212325482,201746961
116518408,147198772
106309815,113890743
146380615,149211897
186267537,180995691
184553938,177063680
194593001,181152476
183814180,187121830
168942781,157544811
156886044,174979397
130588064,130588924
201875548,212801676
65584283,103033103
165710795,159282140
206735856,201914213
159586900,184295617
164917385,42768901
143865098,146526150
195525108,156063795
167343405,163113245
210783001,194381380
100096594,97705851
173626869,152199812
205233274,203950780
197870275,203783182
158168296,119445642
160605615,160809288
48308338,57741928
34370287,133863945
166334350,181316073
190534833,197499565
60367361,101803206
76498738,57813148
109122740,111263960
218180964,214887243
173627610,183635575
116643583,93410652
198650175,213944881
136476280,103400085
213346966,210872816
151561679,126876040
173806787,165670704
103546944,87337446
185339542,191479148
73021072,62896929
104665925,113743901
153498575,141149827
190555473,188578868
164220508,166247971
113451170,75772583
31121025,97857755
130215137,123315049
66438118,11591385
97768020,116955888
156875321,157020953
116752076,101183749
92124763,93332533
127293248,48904541
185005121,191486343
189073195,188811712
136160165,111227517
111529826,86403766
191579082,171303298
176646033,139781404
100251069,107683841
198338222,193516983
181364552,209175133
137368328,117648982
214580914,214701015
64371059,127514428
195223294,194028851
80578207,73070315
208732575,202157748
118991236,138610347
45691229,29101075
87448116,52392005
158667364,179666709
173942106,170999709
145005824,144710269
192571044,179049884
150353137,139011561
131665356,151495930
130723488,129522721
19147770,32704490
199516142,194103700
187890431,190829537
145471447,148023845
173215720,171702136
53356687,54189125
100630478,100082635
63379422,60391027
146743575,149680523
170380387,202623837
126995895,153637817
86892574,128103862
137153778,142823509
180954580,195803866
159453361,164923137
160114596,131080548
62891540,61843467
129919141,57102692
148709103,186591509
144822866,142327189
197575676,169292367
119674336,112685182
195138071,169245649
98169508,112047964
161566557,174131198
70612416,76690047
109500080,107308770
114462250,116564822
127502582,127609356
86420140,76690047
208755275,162809377
220625830,202140512
154818430,142384819
195114200,190030204
95645323,95762218
138018302,157846821
119034436,103150179
210379275,207106186
209337809,208727018
42183717,57813148
108196062,80526594
148868898,176712063
189546755,181907435
50690430,50340143
66615581,66860614
168473540,159967497
133244661,120962109
191801173,123470917
212225747,211974006
144106996,143370829
176853117,178863119
60460332,71620596
44340984,133308756
187882097,178139392
65530815,46937038
145606447,155789443
118386541,117586327
164309952,154683220
165333755,141668995
127110314,129831849
130442198,127423615
117625835,116973480
102220674,138315745
53645078,43256783
157026166,134932304
146586843,140005219
124498466,86275240
126259167,104392441
50464666,87693360
138020061,150975176
148428102,158879605
90754772,84541869
74759399,38773931
173516139,142456462
96495210,114589773
110098170,119108218
96849797,111896039
105737,43184288
201904543,141166064
139941662,141805314
210579556,204173059
112590581,78404488
27755373,130971988
118035811,118323153
103677433,81004831
112095075,84450233
216111743,216778551
184474417,180365348
132457209,112033323
101094630,102093640
139716390,99264322
171946804,173007952
142984722,144747700
176970578,165841449
37039944,36674982
84798112,80667555
140191323,151009561
73353103,63279845
190773753,192392023
184522084,180236910
132950589,130868949
135697955,89352496
193218519,182401293
123189146,146244230
68571712,63077044
136448733,9870786
94394312,104078225
95761638,98208899
156989142,167901407
140882390,140547796
130423616,165058883
179667309,181716690
193951542,190833286
118993843,134988268
127542174,110489205
82412747,7109032
34048215,82194611
69033824,68676049
56104750,32337596
107688345,108043514
147864640,26969858
103589328,61950886
102776702,98786217
147706830,161659848
100752822,53207280
80723903,130173400
178746035,171637697
77938367,85151247
166251197,170215034
190289793,188217908
55255499,124528369
85830075,58218081
92602055,33998263
147425892,144747700
163717220,157616693
118028652,108465203
180164296,16150941
210142502,211147618
31156602,8444460
193123373,212350063
167447833,129515977
166854109,165515080
77130917,77386753
86319511,64429796
121054592,124569205
182548114,186613946
172913415,173651630
191900716,191566995
157491897,202385768
139857067,155432443
130937313,112146721
87191829,60439004
118428186,123518620
164925855,170387842
64109371,124399861
181738195,183963132
10369156,110597518
116511421,41730013
156895376,107126207
198806990,188811712
126861698,159900523
129457251,53208411
191684366,184380638
188647180,193615276
202232751,174191436
99133159,76423491
50464666,50482175
135533276,132731529
165911500,163334148
180171006,212215491
194775475,199696764
146539653,153348829
183825313,180236668
153571831,162010669
205160296,173794638
191646520,187398414
207060557,177141712
206293839,209170877
215447934,213876042
29540367,59551857
61691740,59489877
144416500,155627407
115254294,87177942
140885049,104609315
149857238,69307543
159926923,161520890
170548632,183385170
108060608,116218678
172405115,114499573
161507513,157518268
148260047,144155487
193466665,198491256
140006036,140987141
130462947,143614515
129997124,127600341
101793999,99512686
101138538,99626208
120824060,413558
141698601,158581231
15970676,94492977
213103359,212669781
188555078,144346451
69030231,111513185
183489053,184007518
192481733,193600876
207776576,208727018
174888705,112032335
118981430,120781592
84740737,86915263
70124558,66944616
201078963,156537833
201074209,172373814
131915713,170229005
164323702,135867403
97206767,121101119
116414991,141882523
88796949,89081074
35852702,52863696
179200902,178145691
212593213,202589621
141097732,161073904
123520843,93223211
88779877,93351102
208142827,179291613
114598249,150919816
146610555,179625487
156850470,150346388
51288125,46730560
170204988,170650336
197199478,140573954
99114757,41301551
88280995,147387547
136464589,132821362
119830994,169241085
206976223,205101226
150422844,150798923
130087070,110720612
149532249,147341849
183851891,139913021
141711388,154367235
69176707,128472654
176569649,183282906
217833783,216002141
99338416,88709627
183003763,176029560
151020742,145299000
64615525,83242861
187582894,165670704
77913971,84843557
194655656,182418281
64534358,55813156
163166596,158762030
184389196,191649237
58891201,74968858
122099175,147313262
200916581,76395493
206343723,214358193
124964440,201903800
130974071,112245284
213870817,207733072
11308997,10728032
119524688,112217636
24042955,97485865
183902691,179523661
126042754,129437401
158884287,151364579
156212062,166460249
157777574,154515194
61838285,61284269
59608187,38122400
77454076,75888099
165571688,85042421
112536692,116746060
200033631,202169901
209897817,207123955
206299482,191704895
129874721,157073308
214352492,212162590
146274395,127476563
155096236,152517177
68732513,127340447
178506946,161361175
178984346,176705997
129533456,7109032
63032948,64436980
134482484,111075839
171280079,176945836
207768955,169300996
147625136,152198235
202759281,188839174
151618167,158921499
150148131,22953282
134423073,136805807
193444146,160211256
74667082,1093169
208874300,123405498
87272222,89358191
68353849,75146081
193444146,200288208
149637987,171289034
121715709,120257954
121734229,110682405
122337987,116798789
128101142,9559794
194424130,196880714
128000965,119163204
147707128,149103454
54873163,58969467
159711127,158762030
195463250,203936761
216153581,216971973
168194894,125583419
191512017,172890502
151875270,147534293
159397738,157372483
130723488,147932737
159395838,158182390
138007231,110213798
211893354,211654529
74515639,53897025
17413002,154940272
113629384,134205499
194335374,193683028
159834328,133046492
12369581,13623666
65272617,66616656
91819657,33435318
173555368,137786037
145401110,145239913
129200957,89352496
67304011,66944930
156466126,149103454
140885049,139781404
207767086,212769887
185958910,172074437
132773015,138644328
191596173,194498680
119795519,141096128
118983961,706400
54819449,54492012
124561018,71750961
183051864,178833217
36139808,26668202
37496859,98862765
82470293,107891166
183714987,183415707
193335925,181298080
212505342,213876042
126040522,127994308
197198987,210759103
152724069,149558918
76471866,75589160
126014078,145688503
139061760,125587573
158693737,126436092
139856920,148936852
128183971,126175771
147791164,119064078
87301745,84916228
82007253,74411387
100888209,94948605
116395723,121723450
80642335,8450641
60521784,50330568
194258829,195070550
150353137,109486049
191273873,197927670
64345958,69509505
159202063,152960795
215188706,133789893
58448361,75702610
202771091,202425822
137567098,139409413
168902360,132765124
154120758,145412983
167009528,87693360
175383613,168357364
161278574,160613846
145351550,152555511
105683526,49487127
191699749,176960448
176301296,181738641
68210513,78097301
61545631,62211416
25761350,20201647
212214727,171611549
139782319,132858637
60393766,86696544
70174535,66632108
163082279,150210535
82510530,58915606
53883332,57654158
214352492,212829886
173296823,176960448
36794448,38259278
60407889,64580111
146267684,126961412
166404408,155697558
121916513,119920447
196923612,199817190
190618431,185161557
208199868,210773219
120857220,101879877
154121935,150176742
208735043,208990454
93852936,89439779
148401217,144803640
180873564,179901572
151304096,156041867
178264326,215986182
190231770,159818445
173138405,130300169
14130744,59423743
171158940,203516847
144167028,147322357
104184028,79182228
184482796,191296584
68253460,83701760
187625441,191625777
87498763,88020643
181697978,178763112
51537540,37672225
207659916,214759529
166526719,169025640
187882097,191291252
181433672,193552583
174565934,186661927
103498994,68565627
77796387,78075477
170087112,176586788
123452419,188326140
192523761,194137235
109582640,120369368
111792201,125836569
156468009,120603622
85807154,9578746
205409930,212738569
157909998,120654141
150095957,205896683
192587129,190965319
106235969,127858970
132095127,128941120
126843058,43908351
169403566,172400359
117325969,113937334
181485189,191106502
147460736,156437670
208927587,209340653
141916357,139778651
64773229,60614125
170430275,152219222
29926268,133212408
149529627,154940272
198503479,195936544
205963493,202157783
65107016,41941979
10478800,40872486
168494411,168485787
165931614,148374549
86839969,95390128
121263378,204461890
67442839,25483986
95987883,82418376
75069756,130509143
153180771,153468195
215298944,213429350
136469444,121459479
120989574,117851219
146853926,156963159
202045324,179660718
183869980,179091371
122169051,102276978
183869980,30022896
16762652,36451708
180787552,175208330
182039385,156723633
145115951,134219285
69968454,74144328
182491337,169734605
104913692,78006687
210966835,185420538
171575453,165091697
136684622,144925504
126995895,139219822
131159132,127994308
183381283,188897608
89193525,152829528
171877261,169734605
150588699,113744255
10008186,31508767
109207631,103528862
131482030,160116105
80170740,116394344
206061115,206152012
157930464,41301551
179790964,163468278
17730112,121509933
149794146,144353774
147854244,150414635
159562058,146342168
75292736,78075168
217038619,213431491
144158714,63795135
140140493,210896305
100719086,91938131
172527865,128360028
168846765,171611549
121042395,31157330
154320713,163908206
77214398,76689961
129674567,128967266
191112536,188057571
71304272,173625418
144455563,142130584
149741964,172047598
157466472,165047543
183895239,172047598
98257901,152698167
184674773,203717552
177584994,170914328
161309391,169964732
180709285,174452107
183891043,169734605
29277314,23531247
135517944,79553954
170220157,176465226
107181254,100637512
186951961,187383411
139252516,129657405
134498712,125675874
176694652,196660196
151648184,155916108
209285058,210630806
127548168,119554305
169314265,132101257
88635972,68593041
149760473,164789030
185420480,201071395
41296732,81679391
202109609,190634963
161507513,154337694
87774003,87961632
117635089,25726788
98257901,88032716
139666007,155697558
35180371,87876523
157880907,173790852
174615631,103611599
86209460,86857025
162138866,180519488
101989877,55434257
123338493,126040304
149104563,168041656
29277314,33606067
127442956,127379086
202865678,190753511
196884653,173492779
187597855,174111833
160819606,165327764
178046208,147534293
86325513,86241411
205888249,210181103
169601116,27363453
141854100,155050786
144822866,148434307
188336458,191190907
130165847,115139058
113667030,97905799
94339146,98964617
160054864,143056113
90344212,78475687
116926603,113371573
149563504,107870743
50171865,53205112
218870309,212086671
156496980,143241168
151990024,149469760
104210699,137677357
180280625,181840166
122192084,42816830
47916505,101519373
50848115,51086975
133866132,125675874
209195991,210630806
133207006,61280571
147425892,147900594
26215878,32512673
167759490,101279672
176624614,164325549
116698225,117223074
181955103,177536656
186606937,203458212
94762677,98775053
6661187,103478933
184172084,191074388
116246940,119463405
141034927,139269134
156726298,147280189
93852580,116435981
77836027,70612420
129494709,42876074
154519397,152976521
118983961,116340462
134643363,137417009
183393980,164446783
203644375,179666709
75774071,76548673
151516438,92916796
99106294,102244015
158779472,153014349
138801990,136476913
134703339,203265111
154715051,66513418
159276751,161127103
183815316,111724617
160100307,162550427
90198204,86345089
44943143,113596204
202682348,148482739
99196290,94899492
108961208,163279242
185761552,166070404
146191145,148535186
178046208,150443714
212152588,162592620
144134130,126991402
134215414,154733294
217116937,18159496
190320096,180620024
78889602,78991673
22902648,13952920
76085218,86790022
128021432,167675611
136804044,139257814
149188516,212487839
197814517,200977517
131482030,139781404
77983378,99716431
152618974,156027630
174528891,157616693
160598597,129523387
117782822,130004175
92847042,91020729
139448220,131562190
194345450,198506834
162820671,134008436
55549819,52645084
68512784,25312081
204784959,200522119
181702334,127253981
112265128,118432584
156756163,148031641
110037356,117377888
182234734,212120774
191849996,204489370
84442939,88317045
217572220,218570379
44494934,61811575
164436965,85042421
127603286,138515758
42319812,39139838
209032473,172528424
99040538,94443379
175947262,197664413
127398621,111499219
141245956,145878809
205651207,207722756
42357249,83274378
184940860,184837667
47352111,74928659
121552078,130461949
91299204,23594873
173398313,173797224
125246066,149103454
64478871,18837779
154715464,142267341
49374914,56860340
57060275,99661870
77569738,79937332
209266476,214817141
65591651,70186088
80674496,46078589
134888995,130737561
210318622,204999470
126957325,126882062
78516068,27520952
48438374,26860855
143184182,153747678
152895736,152644184
194541158,179839841
76226601,75888099
139259833,172068723
132959168,173555355
49105946,62211416
154221810,188949405
56905291,57287569
181140779,199725037
51408588,35167273
104598717,168686681
140557655,153537355
121289253,121138548
154442848,176183365
171796186,178333427
175319709,173534427
209911013,208396972
162670160,158581231
163290710,156903966
88852324,88825585
93413426,65084242
158071640,167064961
170992500,179901572
51668548,148077596
95998260,86696544
132018019,130995924
181621833,185810336
50642878,51167341
111279042,99374840
209761717,183197211
181939814,110958683
116124003,117767358
161316427,88048060
142643086,144475071
85947921,87470116
70279584,80663272
172857149,172810187
51072529,55947387
66108558,57602583
204524411,206833609
184274457,188024562
21584373,10530103
103271903,111775136
196159335,205101226
136891534,132459396
84518611,126485227
176340041,191641998
59123186,51400154
124273043,124605419
198169120,193563138
61691740,56860538
202096005,203142704
175311766,109759498
180626291,181658221
101508364,102986658
179200902,188839194
150926308,112578303
152765996,149157248
117593774,60866426
148040311,88419950
65504768,64084102
64787575,65435921
194288464,192399016
157597140,154230510
68582013,80049777
101530914,104507168
206338762,177865881
183747785,190170827
115021534,108655071
74061627,61506590
154337624,148472068
167164122,167242424
200916581,211470188
25536331,32127368
123848940,89448847
174200744,139353527
131493764,134717372
102584312,100171960
148682588,169964732
139919179,129433532
119592269,103376864
119242026,148524155
193634548,163437889
182563765,161349525
216026165,9578746
160911581,150443714
180572863,184871295
217471578,216160175
86915627,89457326
147104069,136106822
54016130,74545606
43945295,42317963
7705822,14904820
170425391,170677958
189555991,184067447
209340310,206780505
82271116,177446588
188890915,181254295
124014532,153197617
180735301,183283550
63641071,47562247
134080324,145942619
125246350,150919755
50708960,49534914
187882097,156593521
118524564,149858429
163795255,179664343
67879211,63957579
70035185,71419315
150080332,160269589
149472169,149181274
146256793,124611013
53201914,53285948
202229405,42768636
180363186,175601471
178919638,183821982
167009055,166157239
151521399,118133081
110573048,116299811
111973905,113943344
25857142,63875593
83766694,75772583
175443983,191649158
202272526,198285987
5885393,15204394
146174982,146803817
144674498,176712042
174349603,160565114
126594715,126987017
188010558,190394366
179895585,180595815
178807827,172839297
201707246,204717894
138012224,118003778
92593278,97135321
160411643,142384049
56851318,55817775
148473546,147323064
160100673,159457088
65068770,117497822
147047606,141825680
138901610,169569173
180392460,177309131
212008762,212567203
159578332,159582724
125372994,69501528
130501122,11194652
189045263,189548434
116784630,115652837
94394312,97684365
53083372,54695276
120163963,82342789
81061403,56812370
216766680,215871803
79623669,17300188
185028461,186870336
105543561,111046420
140742243,125675874
82190286,89027333
173556286,169033856
210110322,214699779
19052394,10355877
209174646,187980654
132626050,192304171
129694036,129100355
215070334,215682505
138953516,212602029
116053414,117015027
43075521,49528957
147261788,142953521
204784303,145935090
104509998,155044664
205232091,188751300
202272526,146587402
128714554,138781787
89283371,55813156
143938252,146255745
100665540,76069059
134702799,132347169
132747696,123108684
193877707,211768136
93113146,53450916
170158994,163947262
174955911,179739676
104710620,98694486
92730730,89540315
141144302,164895715
214764987,176847060
51891053,51568116
179090075,157597399
158316892,95079177
91819657,104871068
69810160,68995534
37730856,64378103
35214229,68548024
199557868,174753396
146335697,4308706
104024916,108105790
14852941,99431166
159858041,157021907
95496327,115348436
41067901,41941979
53721781,38649832
28886082,79770143
154267844,147181210
63004356,61929666
192509347,201071846
126838321,128103044
183003763,123374124
106187643,19104690
65304969,69182517
50174087,61124381
211179893,208431836
193310676,62211416
183273572,152228484
70821555,101748709
159835436,146241338
217148821,188223203
171070811,163065744
203916543,167707388
183642383,171908002
170486660,143698907
110573955,73674553
43222246,14145578
178462723,195437225
125246066,122409777
192740802,186532523
185950363,169352752
80435965,86921933
145416972,76959543
129072505,129831849
135590125,130442423
207659916,88045809
88993070,88419440
147925839,142464402
145401110,127379086
207095223,209153463
158380755,145034120
167311429,157960029
184120927,182353162
149597485,152219222
156525933,164260760
183816585,182595402
136676982,134211095
165016255,164932029
48146895,48262433
103203249,103033103
181407472,169722005
140810179,143211511
116753463,118523695
75340564,42874334
112003126,140129481
147428884,143614515
157476498,161072000
148604418,145181509
219240224,218571282
169065069,190295096
104165753,102275370
175017135,178596004
209814170,212350063
13815416,6796345
76036482,82320080
217994325,213070110
38846096,68893681
88233093,78400358
143779805,2221837
143779805,146006510
64386255,57450401
73509842,68593368
134224894,145636295
163131849,166173007
189768721,184478646
127997111,173268933
62432642,63892011
79887211,79757073
202919714,192402356
193227454,204951128
13815416,31548841
151215220,76959543
148424189,167361581
197720440,190080436
213331325,211843129
193133145,195827013
191189168,179878857
7193964,111242356
195922908,183707022
65085604,64937585
200785116,210352959
28965911,60312594
80641595,75738650
195878589,204903876
104039356,172701291
149822562,159282140
210391145,206630888
184605728,191819376
156591722,415568
207587024,208652507
128367206,188977857
162881997,182922966
149748826,157690333
72522582,71972310
215667560,213876042
214292739,211259367
138023651,140539867
143371816,144840910
181697978,169465157
85627699,82665786
137541266,128976835
103923918,100749216
165031882,161705168
89436846,161589549
168967134,169391841
64366574,102216369
120838939,100036499
47942240,82090953
213550414,211660551
110256346,38380299
185446626,157597399
166779632,165586253
140302370,139269134
114687859,141812086
154025296,139644887
195944470,204149733
67681026,97445781
178696581,175714661
196743894,197306482
104309050,108961533
117807147,113259032
146727680,126668730
184324272,178931572
205014734,200432470
199392764,213415731
146480711,176864259
73426406,19448083
132290794,25918616
82470293,63446241
194688062,192916043
148351994,101508372
169935295,172419593
148459556,160431851
160321273,158175636
99699010,100029991
100058266,7871603
173637803,173726259
23612830,19347634
187195559,192410131
213284250,207135843
128176836,125582048
202211364,200191656
29540367,45239965
69956538,60538673
161825572,168687721
72313974,41730013
127600360,133321274
106591064,106627438
64373965,88215228
126857726,136805400
141619856,146311588
137639034,133457135
67891112,63892011
63818898,62823349
36794448,35942415
97794497,87576860
127542174,114686458
207683281,202169513
219311791,214887243
210391881,216854299
195780110,185658152
130442524,115279635
53018839,62519806
205651207,204998079
186934216,186314710
186040283,211728352
116057603,180565455
183727770,183994399
133557533,134108458
102967207,106844066
182631475,182240020
156409367,153477240
147936712,146006510
187339296,185834336
155950361,155152584
195463250,197564561
79469848,105520586
116067419,103033103
134361803,136196250
142102334,143073319
138095604,166247971
105834582,105782956
186040912,180085906
166671472,166973143
7174385,48877
209022783,63742272
209131479,172860685
213807790,206044238
113030304,112005898
34949576,29782530
146335578,135178756
15102999,8179389
168196625,174422082
211971443,209268079
61880951,108775645
50705546,52091352
169091384,164788309
95334106,47392463
94629932,85856420
180572863,150252920
191900716,182382122
203487671,201269486
189010273,194361398
158921354,158724115
133648821,40759198
195567587,204093746
100749213,101275734
139941662,138647626
215366695,209238609
198503479,197547572
114346798,83310417
202579269,199586401
147017215,143939088
151304096,144134617
177413028,183340699
